Object Number,Mnemonic,Classification,Artist,Alpha Sort,Title Sort,Date,Begin Date,Medium,Dimensions,Extended Medium,Credit Line
38.13,PC,Drawings,Peggy Bacon,Bacon Peggy,City Lights,1937,1937,Pastel on paper,"Sheet: 25 5/8 x 19 3/4in. (65.1 x 50.2 cm)
Mount: 31 13/16 x 25 15/16 x 3/16in. (80.8 x 65.9 x 0.5 cm)",,Purchase
38.14,PC,Drawings,Lucille Corcos,Corcos Lucille,Afternoon at the Zoo,1937,1937,Opaque watercolor on paper,"Sheet: 12 1/8 x 16in. (30.8 x 40.6 cm)
Mount (board): 12 1/4 x 16in. (31.1 x 40.6 cm)",,Purchase
38.15a-b,PC,Drawings,Lloyd Lozes Goff,Goff Lloyd Lozes,Texas Oil Fire,1938,1938,"Watercolor, brush and ink, and graphite pencil on board",Sheet: 18 3/8 x 24in. (46.7 x 61 cm),,Purchase
38.16,PC,Drawings,Andrée Ruellan,Ruellan Andrée,Side Show,1938,1938,Fabricated chalk on paper,Sheet (Irregular): 18 5/16 x 23 3/16in. (46.5 x 58.9 cm),Black fabricated chalk on paper,Purchase
38.17,PC,Prints,Raphael Soyer,Soyer Raphael,Spring,1938,1938,Lithograph,"Sheet (Irregular): 16 x 23 1/4in. (40.6 x 59.1 cm)
Image: 14 1/16 x 17 1/4in. (35.7 x 43.8 cm)",,Purchase
38.19,PC,Prints,Kyra Markham,Markham Kyra,Lockout,1937,1937,Lithograph,"Sheet: 12 1/4 x 18 11/16in. (31.1 x 47.5 cm)
Image: 10 x 12in. (25.4 x 30.5 cm)",,Purchase
38.2,PC,Prints,Minna Citron,Citron Minna,Laying the Bets,1937,1937,Lithograph,"Sheet (Irregular): 11 15/16 x 16in. (30.3 x 40.6 cm)
Image: 8 15/16 x 11 1/8in. (22.7 x 28.3 cm)",,Purchase
38.21,PC,Prints,Russell Limbach,Limbach Russell,The Crow Tree,-1938,1938,Lithograph,"Sheet (Irregular): 15 15/16 x 20 9/16in. (40.5 x 52.2 cm)
Image: 14 3/4 x 17 7/8in. (37.5 x 45.4 cm)",Color lithograph,Purchase
38.22,PC,Prints,Albert Heckman,Heckman Albert,Fruit Forms,-1938,1938,Lithograph,"Sheet (Irregular): 16 1/8 x 22 13/16in. (41 x 57.9 cm)
Image (Irregular): 9 1/2 x 15 15/16in. (24.1 x 40.5 cm)",Color lithograph,Purchase
38.23,PC,Prints,J.J. Lankes,Lankes J.J.,Spring Comes Again,1937,1937,Wood engraving,"Sheet (Irregular): 11 9/16 x 14 3/16in. (29.4 x 36 cm)
Image: 7 3/4 x 11 1/4in. (19.7 x 28.6 cm)",,Purchase
38.24,PC,Prints,Peggy Bacon,Bacon Peggy,Pleading for the Oppressed,(c. 1936),1936,Drypoint,"Sheet: 12 3/8 x 21 1/16in. (31.4 x 53.5 cm)
Plate: 6 15/16 x 15 7/8in. (17.6 x 40.3 cm)",,Purchase
38.25,PC,Prints,William C. McNulty,McNulty William C.,The Orange Cart,1934,1934,Etching and drypoint,"Sheet: 15 11/16 x 10 13/16in. (39.8 x 27.5 cm)
Plate: 12 1/16 x 8 3/4in. (30.6 x 22.2 cm)",,Purchase
38.26,PC,Sculpture,Carl Walters,Walters Carl,Whale,1938,1938,Ceramic,Overall: 7 x 6 5/8 x 23 1/4in. (17.8 x 16.8 x 59.1 cm),,Purchase
38.27,PC,Prints,John Sloan,Sloan John,"Of Human Bondage, Chapter XI",1937,1937,Etching,"Sheet: 11 5/16 x 8 15/16in. (28.7 x 22.7 cm)
Plate: 5 13/16 x 3 15/16in. (14.8 x 10 cm)",,Purchase
38.28,PC,Prints,John Sloan,Sloan John,"Of Human Bondage, Chapter XX",1937,1937,Etching,"Sheet: 11 7/16 x 9in. (29.1 x 22.9 cm)
Plate: 5 7/8 x 3 15/16in. (14.9 x 10 cm)",,Purchase
38.29,PC,Prints,John Sloan,Sloan John,"Of Human Bondage, Chapter XXIX",1937,1937,Etching,"Sheet: 11 7/16 x 9in. (29.1 x 22.9 cm)
Plate: 5 7/8 x 3 15/16in. (14.9 x 10 cm)",,Purchase
38.3,PC,Prints,John Sloan,Sloan John,"Of Human Bondage, Chapter XXXIV",1937,1937,Etching,"Sheet: 11 3/8 x 9 1/8in. (28.9 x 23.2 cm)
Plate: 5 13/16 x 3 15/16in. (14.8 x 10 cm)",,Purchase
38.31,PC,Prints,John Sloan,Sloan John,"Of Human Bondage, Chapter XLIII",1937,1937,Etching,"Sheet: 11 7/16 x 9in. (29.1 x 22.9 cm)
Plate: 5 7/8 x 3 15/16in. (14.9 x 10 cm)",,Purchase
38.32,PC,Prints,John Sloan,Sloan John,"Of Human Bondage, Chapter XLVII",1937,1937,Etching,"Sheet: 11 7/16 x 9 1/8in. (29.1 x 23.2 cm)
Plate: 5 13/16 x 3 15/16in. (14.8 x 10 cm)",,Purchase
38.33,PC,Prints,John Sloan,Sloan John,"Of Human Bondage, Chapter 49",1937,1937,Etching,"Sheet (Irregular): 11 1/2 x 9 3/16in. (29.2 x 23.3 cm)
Plate: 5 7/8 x 3 15/16in. (14.9 x 10 cm)",,Purchase
38.34,PC,Prints,John Sloan,Sloan John,"Of Human Bondage, Chapter LVI",1937,1937,Etching,"Sheet: 11 1/2 x 9 1/16in. (29.2 x 23 cm)
Plate: 5 7/8 x 3 15/16in. (14.9 x 10 cm)",,Purchase
38.35,PC,Prints,John Sloan,Sloan John,"Of Human Bondage, Chapter LXXI",1937,1937,Etching,"Sheet: 11 1/2 x 9 1/16in. (29.2 x 23 cm)
Plate: 5 7/8 x 3 7/8in. (14.9 x 9.8 cm)",,Purchase
38.36,PC,Prints,John Sloan,Sloan John,"Of Human Bondage, Chapter LXXXI",1937,1937,Etching,"Sheet: 11 3/8 x 9 1/8in. (28.9 x 23.2 cm)
Plate: 5 13/16 x 3 15/16in. (14.8 x 10 cm)",,Purchase
38.37,PC,Prints,John Sloan,Sloan John,"Of Human Bondage, Chapter LXXXVII",1937,1937,Etching,"Sheet: 11 9/16 x 9 1/8in. (29.4 x 23.2 cm)
Plate: 5 7/8 x 3 15/16in. (14.9 x 10 cm)",,Purchase
38.38,PC,Prints,John Sloan,Sloan John,"Of Human Bondage, Chapter XC",1937,1937,Etching,"Sheet: 11 3/8 x 9 1/8in. (28.9 x 23.2 cm)
Plate: 5 7/8 x 3 15/16in. (14.9 x 10 cm)",,Purchase
38.39,PC,Prints,John Sloan,Sloan John,"Of Human Bondage, Chapter XCVI",1937,1937,Etching,"Sheet: 11 7/8 x 9 3/16in. (30.2 x 23.3 cm)
Plate: 5 7/8 x 3 15/16in. (14.9 x 10 cm)",,Purchase
38.4,PC,Prints,John Sloan,Sloan John,"Of Human Bondage, Chapter CIV",1937,1937,Etching,"Sheet (Irregular): 11 7/16 x 9in. (29.1 x 22.9 cm)
Plate: 5 7/8 x 3 15/16in. (14.9 x 10 cm)",,Purchase
38.41,PC,Prints,John Sloan,Sloan John,"Of Human Bondage, Chapter CIX",1937,1937,Etching,"Sheet: 11 7/16 x 9 1/8in. (29.1 x 23.2 cm)
Plate: 5 13/16 x 3 15/16in. (14.8 x 10 cm)",,Purchase
38.42,PC,Prints,John Sloan,Sloan John,"Of Human Bondage, Chapter CXVIII",1937,1937,Etching,"Sheet (Irregular): 11 1/4 x 9 1/8in. (28.6 x 23.2 cm)
Plate: 5 13/16 x 3 15/16in. (14.8 x 10 cm)",,Purchase
38.43,PC,Drawings,Gaston Lachaise,Lachaise Gaston,Head of a Woman,(1922-1932),1922,Graphite pencil on paper,Sheet: 20 x 14 3/4in. (50.8 x 37.5 cm),,Purchase
38.44,PC,Drawings,Gaston Lachaise,Lachaise Gaston,Nude with Drapery,(1922-1932),1922,Graphite pencil on paper,Sheet: 19 x 12in. (48.3 x 30.5 cm),,Purchase
38.45,PC,Drawings,Gaston Lachaise,Lachaise Gaston,Seated Nude,(1932-1935),1932,Graphite pencil on paper,Sheet: 24 1/16 x 19in. (61.1 x 48.3 cm),,Purchase
38.46,PC,Drawings,Gaston Lachaise,Lachaise Gaston,Standing Nude,(1922-1932),1922,Graphite pencil on paper,Sheet: 18 x 11 15/16in. (45.7 x 30.3 cm),,Purchase
38.48,PC,Paintings,Harriette G. Miller,Miller Harriette G.,The Gloaming,1937,1937,Oil on canvas,Overall: 21 1/8 x 29 1/16in. (53.7 x 73.8 cm),,Purchase
38.49,PC,Paintings,Edmund Archer,Archer Edmund,Organdy Collar,1936,1936,Oil on canvas,Overall: 19 x 16in. (48.3 x 40.6 cm),,Purchase
38.5,PC,Paintings,Maud Morgan,Morgan Maud,Turkey,1937,1937,Oil on linen,Overall: 26 3/16 x 18 1/16in. (66.5 x 45.9 cm),,Purchase
38.51,PC,Paintings,Hobson Pittman,Pittman Hobson,The Widow,-1937,1937,Oil on linen,Overall: 15 x 25 1/8in. (38.1 x 63.8 cm),,Purchase
38.53,PC,Paintings,William Glackens,Glackens William,Girl in Black and White,1914,1914,Oil on linen,Overall: 32 x 26in. (81.3 x 66 cm),,Gift of the Glackens Family
39.1.1,PC,Prints,Benjamin Kopman,Kopman Benjamin,"""At the Opera""",1938,1938,Lithograph,"Sheet: 17 x 12 13/16in. (43.2 x 32.5 cm)
Image: 12 3/4 x 9 11/16in. (32.4 x 24.6 cm)",,Purchase
39.1.1-10,PC,Prints,Benjamin Kopman,Kopman Benjamin,Humanity,-1938,1938,See individual records. Portfolio of ten lithographs.,See individual records,,Purchase
39.1.2,PC,Prints,Benjamin Kopman,Kopman Benjamin,"Demagogues - ""The embrace""",1938,1938,Lithograph,"Sheet: 16 9/16 x 12 13/16in. (42.1 x 32.5 cm)
Image: 11 7/8 x 9 1/2in. (30.2 x 24.1 cm)",,Purchase
39.1.3,PC,Prints,Benjamin Kopman,Kopman Benjamin,"""Demagogues - Two of a Kind""",1938,1938,Lithograph,"Sheet: 16 5/8 x 12 13/16in. (42.2 x 32.5 cm)
Image: 12 13/16 x 10 1/4in. (32.5 x 26 cm)",,Purchase
39.1.4,PC,Prints,Benjamin Kopman,Kopman Benjamin,"""Joy riders""",1938,1938,Lithograph,"Sheet: 16 1/2 x 12 13/16in. (41.9 x 32.5 cm)
Image: 12 5/8 x 10 1/4in. (32.1 x 26 cm)",,Purchase
39.1.5,PC,Prints,Benjamin Kopman,Kopman Benjamin,"""Parrots of the day""",1938,1938,Lithograph,"Sheet: 16 9/16 x 12 11/16in. (42.1 x 32.2 cm)
Image: 13 1/2 x 10 3/8in. (34.3 x 26.4 cm)",,Purchase
39.1.6,PC,Prints,Benjamin Kopman,Kopman Benjamin,"""Proffessors of Race origin at work""",1938,1938,Lithograph,"Sheet: 16 1/2 x 12 15/16in. (41.9 x 32.9 cm)
Image: 12 9/16 x 10 3/4in. (31.9 x 27.3 cm)",,Purchase
39.1.7,PC,Prints,Benjamin Kopman,Kopman Benjamin,The general and his wife,1938,1938,Lithograph,"Sheet: 16 9/16 x 12 3/4in. (42.1 x 32.4 cm)
Image: 13 x 10 1/4in. (33 x 26 cm)",,Purchase
39.1.8,PC,Prints,Benjamin Kopman,Kopman Benjamin,"""The magnate and his secretary""",1938,1938,Lithograph,"Sheet: 16 1/2 x 12 9/16in. (41.9 x 31.9 cm)
Image: 13 1/8 x 10 1/8in. (33.3 x 25.7 cm)",,Purchase
39.1.9,PC,Prints,Benjamin Kopman,Kopman Benjamin,Tragedies of war - Marching invalids,1938,1938,Lithograph,"Sheet: 12 3/4 x 15 11/16in. (32.4 x 39.8 cm)
Image: 10 1/8 x 12 5/16in. (25.7 x 31.3 cm)",,Purchase
39.1.10,PC,Prints,Benjamin Kopman,Kopman Benjamin,"Tragedies of war - ""They who sow - never reap""",1938,1938,Lithograph,"Sheet: 16 9/16 x 12 13/16in. (42.1 x 32.5 cm)
Image: 12 7/8 x 10 5/16in. (32.7 x 26.2 cm)",,Purchase
39.11,PC,Sculpture,Russell Barnett Aitken,Aitken Russell Barnett,The Hitchhiker,-1938,1938,Ceramic,Overall: 17 1/8 x 13 1/4 x 6 1/2in. (43.5 x 33.7 x 16.5 cm),,Purchase
39.12,PC,Paintings,Yasuo Kuniyoshi,Kuniyoshi Yasuo,I'm Tired,1938,1938,Oil and charcoal on linen,Overall: 40 1/4 x 31in. (102.2 x 78.7 cm),,Purchase
39.13,PC,Paintings,Herbert Meyer,Meyer Herbert,The Blue Mill Pond,-1938,1938,Oil on canvas,Overall: 17 x 21in. (43.2 x 53.3 cm),,Purchase
39.14,PC,Paintings,Charles Burchfield,Burchfield Charles,Old House by Creek,1938,1938,Oil on canvas,Overall: 34 3/4 x 57 3/8in. (88.3 x 145.7 cm),,Purchase
39.17,PC,Drawings,Aaron Bohrod,Bohrod Aaron,Chicago Street in Winter,1939,1939,Opaque watercolor on board,Sheet: 19 3/4 x 30 1/8in. (50.2 x 76.5 cm),,Purchase
39.18,PC,Paintings,Thomas Donnelly,Donnelly Thomas,Valhalla Bridge,1932,1932,Oil on canvas,Overall: 22 1/4 x 34 1/8in. (56.5 x 86.7 cm),,Purchase
39.19,PC,Drawings,Nathaniel Dirk,Dirk Nathaniel,Boats at Rest,-1936,1936,Watercolor on paper,Sheet (Irregular): 15 1/2 x 22 3/4in. (39.4 x 57.8 cm),,Exchange
39.21,PC,Paintings,William Gropper,Gropper William,Old Tree and Old People,-1939,1939,Oil on canvas,Overall: 20 x 22 7/16in. (50.8 x 57 cm),,Purchase
39.22,PC,Paintings,Henry Varnum Poor,Poor Henry Varnum,Bessie,-1939,1939,Oil on wood,Overall: 10 3/8 x 13 3/4in. (26.4 x 34.9 cm),,Purchase
39.23,PC,Paintings,Henry Mattson,Mattson Henry,Spring,-1937,1937,Oil and ink on canvas,Overall: 36 1/8 x 48 3/16in. (91.8 x 122.4 cm),,Purchase and exchange
39.24,PC,Paintings,Jared French,French Jared,Summer's Ending,-1939,1939,Oil and tempera on canvas,Overall: 24 3/8 x 40 3/8in. (61.9 x 102.6 cm),,Purchase
39.25,PC,Drawings,Virginia Berresford,Berresford Virginia,New England Hurricane,1938,1938,Watercolor on paper,Sheet (Irregular): 22 x 15in. (55.9 x 38.1 cm),,Purchase
39.26a-b,PC,Drawings,Virginia Berresford,Berresford Virginia,The Wave,1938,1938,Watercolor on paper,Sheet: 15 x 22in. (38.1 x 55.9 cm),,Purchase
39.27,PC,Paintings,Maurice Prendergast,Prendergast Maurice,Along the Seine,-1892,1892,Oil on canvas,Overall: 13 x 9 3/8in. (33 x 23.8 cm),,Purchase
39.28,PC,Paintings,Maurice Prendergast,Prendergast Maurice,Dieppe,1892,1892,Oil on linen,Overall: 12 13/16 x 9 11/16in. (32.5 x 24.6 cm),,Purchase
40.3,PC,Paintings,Felicia Meyer,Meyer Felicia,Self Portrait,-1940,1940,"Oil on wood
",Overall: 8 x 6in. (20.3 x 15.2 cm),,Purchase
40.4,PC,Paintings,Patsy Santo,Santo Patsy,Winter Quiet,-1940,1940,Oil on canvas,Overall: 18 x 24in. (45.7 x 61 cm),,Purchase
40.5,PC,Drawings,Carl Ruggles,Ruggles Carl,Trumpet Flower,-1940,1940,Transparent and opaque watercolor on paper,Sheet (Irregular): 12 1/2 x 11 1/4in. (31.8 x 28.6 cm),,Purchase
40.6a-b,PC,Drawings,Bernadine Custer,Custer Bernadine,Seventh Avenue and Bleecker Street,(c. 1939),1937,Pen and ink and watercolor on paper,Sheet (Irregular): 15 5/8 x 22 3/4in. (39.7 x 57.8 cm),,Purchase
40.7a-b,PC,Drawings,Bernadine Custer,Custer Bernadine,Villa Margarita,1939,1939,Pen and ink and watercolor on paper,Sheet (Irregular): 15 1/8 x 22 1/2in. (38.4 x 57.2 cm),,"Purchase from Southern Vermont Artists, Inc., Manchester VT"
40.8,PC,Drawings,John Ward Lockwood,Lockwood John Ward,Boat in Port,-1939,1939,Watercolor and charcoal on paper,Sheet: 14 x 20in. (35.6 x 50.8 cm),,Purchase
40.9,PC,Drawings,Reginald Marsh,Marsh Reginald,Liner,1940,1940,Watercolor and graphite pencil on paper,Sheet: 15 1/2 x 22 3/4in. (39.4 x 57.8 cm),,Purchase
40.1,PC,Drawings,Otis Dozier,Dozier Otis,Landscape,1940,1940,Opaque watercolor on board,Sheet (Irregular): 13 1/2 x 10 3/4in. (34.3 x 27.3 cm),,Purchase
40.11,PC,Prints,Blendon Campbell,Campbell Blendon,Saturday Night,1938,1938,Monotype,"Sheet: 11 3/4 x 17 7/16in. (29.8 x 44.3 cm)
Image: 9 5/16 x 12 5/16in. (23.7 x 31.3 cm)",,Purchase
40.12,PC,Prints,Blendon Campbell,Campbell Blendon,Blind Man's Buff,1938,1938,Monotype,"Sheet (Irregular): 11 13/16 x 17 7/16in. (30 x 44.3 cm)
Image: 9 5/16 x 12 5/16in. (23.7 x 31.3 cm)",,Purchase
40.13,PC,Prints,Blendon Campbell,Campbell Blendon,Tony,1938,1938,Monotype,"Sheet (Irregular): 17 7/16 x 11 3/4in. (44.3 x 29.8 cm)
Image: 12 5/16 x 9 5/16in. (31.3 x 23.7 cm)",,Purchase
40.14,PC,Prints,Blendon Campbell,Campbell Blendon,Bowling on the Green,1935,1935,Monotype,"Sheet: 11 5/8 x 15 7/16in. (29.5 x 39.2 cm)
Image: 9 3/8 x 12 5/16in. (23.8 x 31.3 cm)",,Purchase
40.15,PC,Drawings,Andrew Dasburg,Dasburg Andrew,Tulips,1934,1934,Fabricated chalk on paper,Sheet: 24 x 17 7/8in. (61 x 45.4 cm),Red fabricated chalk on paper,Purchase
40.16,PC,Drawings,Howard Cook,Cook Howard,Taxco Boy,1932,1932,Fabricated chalk on paper,Sheet: 19 1/2 x 13 1/2in. (49.5 x 34.3 cm),Black and red fabricated chalk on paper,Purchase
40.17,PC,Prints,Kenneth M. Adams,Adams Kenneth M.,New Mexico Village Under Snow,-1929,1929,Lithograph,"Sheet: 15 7/8 x 20 1/2in. (40.3 x 52.1 cm)
Image: 13 x 18 1/2in. (33 x 47 cm)",,Purchase
40.18,PC,Prints,Otis Dozier,Dozier Otis,Crows in Melon Patch,1939,1939,Lithograph,"Sheet (Irregular): 13 3/8 x 18 5/8in. (34 x 47.3 cm)
Image: 10 3/8 x 12 1/8in. (26.4 x 30.8 cm)",,Purchase
40.21,PC,Paintings,Anne Norton Meyer,Meyer Anne Norton,Head of a Young Woman,1940,1940,Oil on linen,Overall: 16 x 12in. (40.6 x 30.5 cm),,Purchase
40.23a-b,PC,Sculpture,Hugo Robus,Robus Hugo,Despair,-1927,1927,Bronze,Overall: 13 7/8 x 9 3/4 x 13 3/4in. (35.2 x 24.8 x 34.9 cm),,Purchase
41.1,PC,Sculpture,Cecil de Blaquiere Howard,Howard Cecil de Blaquiere,Figure,(1928-1930),1928,Limestone,Overall: 71 3/8 x 22 x 17 7/8in. (181.3 x 55.9 x 45.4 cm),,Gift of Gertrude Vanderbilt Whitney
41.2,PC,Sculpture,Harry Wickey,Wickey Harry,The Old Wrestler,1938,1938,Bronze,Overall: 19 1/4 x 6 1/4 x 8 5/16in. (48.9 x 15.9 x 21.1 cm),,Gift of Gertrude Vanderbilt Whitney
41.3,PC,Paintings,Stuart Davis,Davis Stuart,House and Street,1931,1931,Oil on canvas,Overall: 26 1/8 x 42 1/8in. (66.4 x 107 cm),,Purchase
41.4,PC,Paintings,Dean Fausett,Fausett Dean,Moonlight,-1940,1940,Oil and tempera on canvas,Overall: 24 x 36 3/16in. (61 x 91.9 cm),,Purchase
41.5,PC,Paintings,Charles Locke,Locke Charles,The Harbor,1940,1940,Oil on linen,Overall: 29 1/8 x 38 1/8in. (74 x 96.8 cm),,Gift of Gertrude Vanderbilt Whitney
41.6,PC,Paintings,Felicia Meyer,Meyer Felicia,Vermont Hillside,-1940,1940,Oil on linen,Overall: 28 1/16 x 34 1/16in. (71.3 x 86.5 cm),,Purchase
41.8,PC,Drawings,Bernar Gussow,Gussow Bernar,"At Perkins Cove, Ogunquit, Maine",1918,1918,Watercolor and oil pastel on paper,Sheet (Irregular): 15 x 20 1/8in. (38.1 x 51.1 cm),,Gift of Juliana Force
41.9,PC,Drawings,Bernar Gussow,Gussow Bernar,"The Big House, Maine",n.d.,0,"Watercolor, fabricated chalk and oil pastel on paper","Sheet: 19 x 15in. (48.3 x 38.1 cm)
Mount (board): 19 15/16 x 15in. (50.6 x 38.1 cm)",,Gift of Juliana Force
41.1,PC,Drawings,Kraemer Kittredge,Kittredge Kraemer,Tubs at Chain-o-Mines,-1939,1939,Watercolor and graphite pencil on paper,Sheet: 18 x 22in. (45.7 x 55.9 cm),,Gift of Juliana Force
41.11,PC,Drawings,Thomas Nagai,Nagai Thomas,Five Pound Island,-1939,1939,Opaque watercolor on paper,Sheet (Irregular): 12 1/8 x 17 15/16in. (30.8 x 45.6 cm),,Gift of Juliana Force
41.12,PC,Drawings,Caroline Speare Rohland,Rohland Caroline Speare,Cotton Pickers,-1939,1939,Pastel on paper,Sheet: 24 5/8 x 19 3/16in. (62.5 x 48.7 cm),,Purchase
41.13,PC,Paintings,David Burliuk,Burliuk David,Regatta,-1938,1938,Oil on linen,Overall: 15 1/16 x 19 1/8in. (38.3 x 48.6 cm),,Purchase
41.16,PC,Prints,Earl Horter,Horter Earl,"The Chrysler Building, Night",n.d.,0,Etching and aquatint,"Sheet (Irregular): 14 13/16 x 7 7/16in. (37.6 x 18.9 cm)
Plate: 12 3/16 x 5 9/16in. (31 x 14.1 cm)",,Purchase
41.17a-b,PC,Sculpture,José de Creeft,DeCreeft,The Cloud,-1939,1939,Stone,"Overall: 13 15/16 x 12 3/8 x 8 1/4in. (35.4 x 31.4 x 21 cm)
Overall (with base): 17 5/16 x 12 3/8 x 10in. (44 x 31.4 x 25.4 cm)",,Purchase
41.18,PC,Paintings,Fred Papsdorf,Papsdorf Fred,Freight Yard,1938,1938,Oil on canvas,Overall: 17 1/4 x 24 1/4in. (43.8 x 61.6 cm),,Purchase
41.19,PC,Drawings,Fred Papsdorf,Papsdorf Fred,Barns,1932,1932,Pen and ink on paper,Sheet (Irregular): 9 7/16 x 12 1/4in. (24 x 31.1 cm),,Purchase
41.2,PC,Prints,John Sloan,Sloan John,Nude in Armchair by the Fireplace,1933,1933,Etching,"Sheet: 8 5/8 x 18 5/8in. (21.9 x 47.3 cm)
Plate: 4 15/16 x 9 13/16in. (12.5 x 24.9 cm)",,Purchase
41.21,PC,Prints,John Sloan,Sloan John,Standing Nude,1933,1933,Etching and engraving,"Sheet (Irregular): 16 1/8 x 8 5/8in. (41 x 21.9 cm)
Plate: 12 11/16 x 5 1/4in. (32.2 x 13.3 cm)",,Purchase
41.22,PC,Paintings,Franklin C. Watkins,Watkins Franklin C.,The Sideboard,1941,1941,Oil on linen,Overall: 30 3/8 x 36in. (77.2 x 91.4 cm),,Purchase
41.23,PC,Paintings,Eugene Speicher,Speicher Eugene,"Winter Rye, Yankeetown",-1940,1940,Oil on linen,Overall: 17 x 22in. (43.2 x 55.9 cm),,Purchase
41.24,PC,Paintings,Philip Evergood,Evergood Philip,Through the Mill,-1940,1940,Oil and ink on canvas,Overall: 36 5/16 x 52 5/16in. (92.2 x 132.9 cm),,Purchase
41.25,PC,Paintings,George Grosz,Grosz George,Approaching Storm,1940,1940,Oil on canvas board,Overall: 15 15/16 x 20in. (40.5 x 50.8 cm),,Purchase
41.27,PC,Paintings,Horace Pippin,Pippin Horace,The Buffalo Hunt,-1933,1933,Oil on canvas,Overall: 21 5/16 x 31 5/16in. (54.1 x 79.5 cm),,Purchase
41.28,PC,Prints,William Gropper,Gropper William,The Witness,-1940,1940,Lithograph,"Sheet: 15 1/8 x 20 1/4in. (38.4 x 51.4 cm)
Image: 11 7/8 x 16 5/8in. (30.2 x 42.2 cm)",,Purchase
41.29,PC,Prints,William Gropper,Gropper William,For the Record,-1940,1940,Lithograph,"Sheet: 15 15/16 x 23in. (40.5 x 58.4 cm)
Image: 11 5/8 x 15 13/16in. (29.5 x 40.2 cm)",,Purchase
41.31,PC,Drawings,Leon Kelly,Kelly Leon,Head of a Young Man,-1928,1928,Pen and ink and wash on paper,"Sheet (irregular): 3 9/16 x 6 7/8in. (9 x 17.5 cm)
Mount (board, irregular): 4 9/16 x 7 11/16in. (11.6 x 19.5 cm)",,Purchase
41.32,PC,Prints,Martin Lewis,Lewis Martin,Chance Meeting,-1941,1941,Drypoint,"Sheet: 15 3/8 x 10 5/8in. (39.1 x 27 cm)
Plate: 10 5/16 x 7 5/16in. (26.2 x 18.6 cm)",,Gift of the Society of American Etchers
41.33,PC,Drawings,Charles Culver,Culver Charles,The Red Farm in Winter,1940,1940,Transparent and opaque watercolor on paper mounted on board,Sheet: 14 13/16 x 19 15/16in. (37.6 x 50.6 cm),,Purchase
41.34,PC,Paintings,John Sloan,Sloan John,The Picnic Grounds,(1906-1907),1906,Oil on canvas,"Overall: 24 x 36in. (61 x 91.4 cm)
Image: 23 9/16 x 35 1/2in. (59.8 x 90.2 cm)",,Purchase
41.35,PC,Paintings,Dorothy Varian,Varian Dorothy,Still Life with Duck Decoy,-1937,1937,Oil on canvas,Overall: 36 x 27 1/8in. (91.4 x 68.9 cm),,Purchase
41.36,PC,Paintings,Jerome Myers,Myers Jerome,East Side Market,-1936,1936,Oil on canvas,Overall: 25 x 30 1/16in. (63.5 x 76.4 cm),,Purchase and gift of Gertrude Vanderbilt Whitney by exchange
41.37,PC,Paintings,Eugene Speicher,Speicher Eugene,The Danish Girl,-1939,1939,Oil on canvas,Overall: 19 3/8 x 18 1/4in. (49.2 x 46.4 cm),,Gift of Gertrude Vanderbilt Whitney
41.4,PC,Drawings,Andrée Ruellan,Ruellan Andrée,The Vagrant,-1939,1939,Charcoal on paper,Sheet: 16 1/4 x 12 3/4in. (41.3 x 32.4 cm),,Purchase
41.41,PC,Drawings,Mitchell Siporin,Siporin Mitchell,Earthquake,1941,1941,Casein and graphite pencil on board,Overall: 26 3/8 x 36 1/16 x 1/8in. (67 x 91.6 x 0.3 cm),,Purchase
41.42,PC,Paintings,Philip Evergood,Evergood Philip,Lily and the Sparrows,1939,1939,Oil on composition board,Overall: 30 x 24in. (76.2 x 61 cm),,Purchase
41.43,PC,Paintings,Molly Luce,Luce Molly,Horse Power,1941,1941,Oil on linen,Overall: 22 1/16 x 28 1/16in. (56 x 71.3 cm),,Purchase
41.44,PC,Paintings,John W. Beatty,Beatty John W.,Hills of Plymouth in September,1912,1912,Oil on linen,Overall: 26 x 36in. (66 x 91.4 cm),,Purchase
41.47,PC,Prints,Ira Moskowitz,Moskowitz Ira,Scene in Zimapan,1940,1940,Lithograph,"Sheet: 8 11/16 x 9 9/16in. (22.1 x 24.3 cm)
Image: 7 3/8 x 8 3/4in. (18.7 x 22.2 cm)",,Purchase
41.48,PC,Drawings,Federico Castellón,Castellón Federico,Rest on the Flight into Egypt,-1940,1940,Pen and ink and brush and ink on paper,Sheet: 12 1/8 x 13 9/16in. (30.8 x 34.4 cm),,Purchase
41.49,PC,Prints,William Gropper,Gropper William,Uprooted,c. 1941,1936,Lithograph,"Sheet (Irregular): 13 1/16 x 13 7/16in. (33.2 x 34.1 cm)
Image: 10 7/16 x 15 3/4in. (26.5 x 40 cm)",,Purchase
41.5,PC,Drawings,Frederick Haucke,Haucke Frederick,The Flower,1941,1941,Watercolor on paper,Sheet: 13 3/4 x 16 9/16in. (34.9 x 42.1 cm),,Purchase
41.51,PC,Drawings,John Heliker,Heliker John,The Sound,1941,1941,"Pen and ink, brush and ink, and watercolor on paper",Sheet: 11 3/4 x 17 13/16in. (29.8 x 45.2 cm),,Purchase
41.52,PC,Drawings,Adolf Dehn,Dehn Adolf,Cold Day,1941,1941,Transparent and opaque watercolor and graphite pencil on paper,Sheet: 19 x 27 5/8in. (48.3 x 70.2 cm),,Purchase
